Series Id,Year,Period,Value,1-Month percent change
CUSR0000SA0,2016,M03,238.08,0.4
CUSR0000SA0,2016,M04,238.992,0.2
CUSR0000SA0,2016,M05,239.557,0.3
CUSR0000SA0,2016,M06,240.222,-0.1
CUSR0000SA0,2016,M07,240.101,0.2
CUSR0000SA0,2016,M08,240.545,0.3
CUSR0000SA0,2016,M09,241.176,0.2
CUSR0000SA0,2016,M10,241.741,0.1
CUSR0000SA0,2016,M11,242.026,0.3
CUSR0000SA0,2016,M12,242.637,0.4
CUSR0000SA0,2017,M01,243.618,0.2
CUSR0000SA0,2017,M02,244.006,0
CUSR0000SA0,2017,M03,243.892,0.1
CUSR0000SA0,2017,M04,244.193,-0.1
CUSR0000SA0,2017,M05,244.004,0.1
CUSR0000SA0,2017,M06,244.163,0
CUSR0000SA0,2017,M07,244.243,0.4
CUSR0000SA0,2017,M08,245.183,0.5
CUSR0000SA0,2017,M09,246.435,0.1
CUSR0000SA0,2017,M10,246.626,0.3
CUSR0000SA0,2017,M11,247.284,0.2
CUSR0000SA0,2017,M12,247.805,0.4
CUSR0000SA0,2018,M01,248.743,0.3
CUSR0000SA0,2018,M02,249.439,0.1
CUSR0000SA0,2018,M03,249.581,0.2
CUSR0000SA0,2018,M04,250.146,0.3
CUSR0000SA0,2018,M05,250.779,0.1
CUSR0000SA0,2018,M06,251.118,0.1
CUSR0000SA0,2018,M07,251.323,0.2
CUSR0000SA0,2018,M08,251.749,0.2
CUSR0000SA0,2018,M09,252.239,0.2
CUSR0000SA0,2018,M10,252.862,-0.1
CUSR0000SA0,2018,M11,252.657,0
CUSR0000SA0,2018,M12,252.551,0
CUSR0000SA0,2019,M01,252.47,0.3
CUSR0000SA0,2019,M02,253.135,0.4
CUSR0000SA0,2019,M03,254.273,0.4
CUSR0000SA0,2019,M04,255.163,0.1
CUSR0000SA0,2019,M05,255.325,0
CUSR0000SA0,2019,M06,255.361,0.2
CUSR0000SA0,2019,M07,255.9,0.1
CUSR0000SA0,2019,M08,256.179,0.2
CUSR0000SA0,2019,M09,256.596,0.3
CUSR0000SA0,2019,M10,257.305,0.2
CUSR0000SA0,2019,M11,257.788,0.2
CUSR0000SA0,2019,M12,258.263,0.2
CUSR0000SA0,2020,M01,258.682,0.1
CUSR0000SA0,2020,M02,259.007,-0.3
CUSR0000SA0,2020,M03,258.165,-0.8
CUSR0000SA0,2020,M04,256.094,-0.1
CUSR0000SA0,2020,M05,255.944,0.5
CUSR0000SA0,2020,M06,257.217,0.5
CUSR0000SA0,2020,M07,258.543,0.4
CUSR0000SA0,2020,M08,259.58,0.2
CUSR0000SA0,2020,M09,260.19,0.1
CUSR0000SA0,2020,M10,260.352,0.1
CUSR0000SA0,2020,M11,260.721,0.3
CUSR0000SA0,2020,M12,261.564,0.2
CUSR0000SA0,2021,M01,262.2,0.4
CUSR0000SA0,2021,M02,263.346,0.6
CUSR0000SA0,2021,M03,265.028,0.6
CUSR0000SA0,2021,M04,266.727,0.7
CUSR0000SA0,2021,M05,268.599,0.9
CUSR0000SA0,2021,M06,270.955,0.5
CUSR0000SA0,2021,M07,272.184,0.3
CUSR0000SA0,2021,M08,273.092,0.4
CUSR0000SA0,2021,M09,274.214,0.9
CUSR0000SA0,2021,M10,276.59,0.7
CUSR0000SA0,2021,M11,278.524,0.6
CUSR0000SA0,2021,M12,280.126,0.6
CUSR0000SA0,2022,M01,281.933,0.8
CUSR0000SA0,2022,M02,284.182,1.2
CUSR0000SA0,2022,M03,287.708,0.3
CUSR0000SA0,2022,M04,288.663,1
CUSR0000SA0,2022,M05,291.474,1.3
CUSR0000SA0,2022,M06,295.328,0
CUSR0000SA0,2022,M07,295.271,
