Date,Open,High,Low,Close,Adj Close,Volume
2018-12-01,2.310000,2.400000,2.288000,2.300000,2.300000,0
2019-01-01,2.395000,2.403000,2.305000,2.340000,2.340000,0
2019-02-01,2.340000,2.400000,2.335000,2.383000,2.383000,0
2019-03-01,2.385000,2.418000,2.328000,2.328000,2.328000,0
2019-04-01,2.343000,2.390000,2.320000,2.368000,2.368000,0
2019-05-01,2.370000,2.373000,2.288000,2.293000,2.293000,0
2019-06-01,2.280000,2.300000,2.035000,2.035000,2.035000,0
2019-07-01,2.055000,2.208000,1.968000,2.030000,2.030000,0
2019-08-01,2.023000,2.048000,1.823000,1.933000,1.933000,0
2019-09-01,1.930000,1.965000,1.700000,1.770000,1.770000,0
2019-10-01,1.805000,1.805000,1.495000,1.498000,1.498000,0
2019-11-01,1.495000,1.585000,1.480000,1.540000,1.540000,0
2019-12-01,1.550000,2.000000,1.478000,1.505000,1.505000,0
2020-01-01,1.510000,1.535000,1.460000,1.510000,1.510000,0
2020-02-01,1.513000,1.545000,1.230000,1.230000,1.230000,0
2020-03-01,1.090000,3.390000,-0.235000,0.030000,0.030000,0
2020-04-01,0.085000,0.260000,0.040000,0.090000,0.090000,0
2020-05-01,0.088000,0.140000,0.078000,0.128000,0.128000,0
2020-06-01,0.130000,0.168000,0.125000,0.135000,0.135000,0
2020-07-01,0.135000,0.143000,0.083000,0.083000,0.083000,0
2020-08-01,0.083000,0.103000,0.075000,0.095000,0.095000,0
2020-09-01,0.100000,0.110000,0.075000,0.085000,0.085000,0
2020-10-01,0.088000,0.100000,0.080000,0.083000,0.083000,0
2020-11-01,0.083000,0.095000,0.048000,0.075000,0.075000,0
2020-12-01,0.080000,0.090000,0.060000,0.065000,0.065000,0
2021-01-01,0.068000,0.083000,0.045000,0.048000,0.048000,0
2021-02-01,0.048000,0.060000,0.018000,0.035000,0.035000,0
2021-03-01,0.030000,0.040000,0.003000,0.013000,0.013000,0
2021-04-01,0.010000,0.018000,0.003000,0.003000,0.003000,0
2021-05-01,0.003000,0.015000,0.003000,0.008000,0.008000,0
2021-06-01,0.010000,0.045000,0.005000,0.040000,0.040000,0
2021-07-01,0.040000,0.050000,0.035000,0.040000,0.040000,0
2021-08-01,0.038000,0.065000,0.033000,0.040000,0.040000,0
2021-09-01,0.040000,0.040000,0.015000,0.028000,0.028000,0
2021-10-01,0.030000,0.050000,0.025000,0.048000,0.048000,0
2021-11-01,0.048000,0.053000,0.030000,0.048000,0.048000,0
2021-12-01,0.045000,0.070000,0.020000,0.033000,0.033000,0
2022-01-01,0.050000,0.193000,0.050000,0.173000,0.173000,0
2022-02-01,0.220000,0.420000,0.180000,0.288000,0.288000,0
2022-03-01,0.330000,0.598000,0.295000,0.493000,0.493000,0
2022-04-01,0.498000,0.870000,0.498000,0.808000,0.808000,0
2022-05-01,0.795000,1.048000,0.760000,1.030000,1.030000,0
2022-06-01,1.110000,1.765000,1.083000,1.600000,1.600000,0
2022-07-01,1.610000,2.485000,1.573000,2.298000,2.298000,0
2022-08-01,2.290000,2.903000,2.263000,2.860000,2.860000,0
2022-09-01,2.860000,2.870000,2.800000,2.845000,2.845000,0
