,Date,S&P_Open,S&P_Close,S&P_Volume,PRIME,t_3m_Close,t_10y_Close,cpi_Value,cpi_MoM%,oil_Price,unemp_rate,PE_Ratio,Div_Ratio,EY_Ratio,CS_Index,vo_Open,vo_Close,GF_Open,GF_Close,GF_Volume,Nas_Open,Nas_Close,Nas_Volume,Nk_Open,Nk_Close,Nk_Volume,fx_Price,fx_change%,Close_t-1,return(%),return_class,Close_t+1,return(%)_t+1,return_class_t+1
331,2021-05-12,4130.55,4063.04,3735080000.0,3.25,0.01,1.695,266.727,0.7,65.96,6.0,42.57,64.03,2.35,88.3,22.42,27.59,1825.2,1822.6,3.0,13215.490234,13031.679688,4730740000.0,28712.099609,28147.509766,90000000.0,1.2131,0.26,4152.1,-2.1449387057151896,-1,4112.5,1.217315113806412,1
332,2021-05-11,4150.34,4152.1,3593110000.0,3.25,0.01,1.624,266.727,0.7,65.31,6.0,42.57,64.03,2.35,88.3,21.17,21.84,1837.2,1835.9,420.0,13115.849609,13389.429688,4719720000.0,29238.560547,28608.589844,73200000.0,1.2099,0.02,4188.43,-0.867389451417355,-1,4063.04,-2.1449387057151896,-1
333,2021-05-10,4228.29,4188.43,3678970000.0,3.25,0.005,1.602,266.727,0.7,64.92,6.0,42.57,64.03,2.35,88.3,17.34,19.66,1835.6,1837.5,13.0,13687.589844,13401.860352,4795690000.0,29376.890625,29518.339844,66300000.0,1.2097,-0.27,4232.6,-1.0435666020885523,-1,4152.1,-0.867389451417355,-1
334,2021-05-07,4210.34,4232.6,4013060000.0,3.25,0.008,1.577,266.727,0.7,64.96,6.0,42.57,64.03,2.35,88.3,18.450001,16.690001,1842.9,1831.1,2.0,13723.089844,13752.240234,4376800000.0,29330.449219,29357.820313,67500000.0,1.213,-0.15,4201.62,0.7373346471123156,1,4188.43,-1.0435666020885523,-1
335,2021-05-06,4169.14,4201.62,4504860000.0,3.25,0.008,1.561,266.727,0.7,64.73,6.0,42.57,64.03,2.35,88.3,18.41,18.389999,1788.9,1815.5,13.0,13557.830078,13632.839844,5000710000.0,29024.009766,29331.369141,94300000.0,1.2148,-0.95,4167.59,0.816539054945418,1,4232.6,0.7373346471123156,1
336,2021-05-05,4177.06,4167.59,4029050000.0,3.25,0.008,1.584,266.727,0.7,65.63,6.0,42.57,64.03,2.35,88.3,18.84,19.15,1781.5,1784.1,57.0,13731.129883,13582.419922,4517100000.0,28996.660156,28812.630859,78400000.0,1.2264,-0.37,4164.66,0.07035388242978517,0,4201.62,0.816539054945418,1
337,2021-05-04,4179.04,4164.66,4441080000.0,3.25,0.01,1.592,266.727,0.7,65.72,6.0,42.57,64.03,2.35,88.3,18.16,19.48,1788.2,1775.8,182.0,13774.509766,13633.5,5852850000.0,28996.660156,28812.630859,78400000.0,1.2309,0.27,4192.66,-0.6678337857112191,-1,4167.59,0.07035388242978517,0
338,2021-05-03,4191.98,4192.66,4061170000.0,3.25,0.005,1.607,266.727,0.7,64.46,6.0,42.57,64.03,2.35,88.3,18.65,18.309999,1788.5,1791.4,18.0,14031.769531,13895.120117,4718850000.0,28996.660156,28812.630859,78400000.0,1.2276,-0.11,4181.17,0.274803464102148,0,4164.66,-0.6678337857112191,-1
339,2021-04-30,4198.1,4181.17,4273680000.0,3.25,0.003,1.631,266.727,0.7,63.5,6.0,42.57,64.03,2.35,88.3,17.67,18.610001,1771.8,1767.3,18.0,13970.730469,13962.679688,4762770000.0,28996.660156,28812.630859,78400000.0,1.2289,0.08,4211.47,-0.7194637501869936,-1,4192.66,0.274803464102148,0
340,2021-04-29,4206.14,4211.47,4288940000.0,3.25,0.008,1.64,266.727,0.7,65.0,6.0,29.92,64.47,3.34,84.9,16.879999,17.610001,1781.0,1768.1,196.0,14204.509766,14082.549805,4854340000.0,28935.509766,29053.970703,61400000.0,1.2279,-0.27,4183.18,0.6762797680233689,1,4181.17,-0.7194637501869936,-1
341,2021-04-28,4185.14,4183.18,3772390000.0,3.25,0.008,1.62,266.727,0.7,63.81,6.0,29.92,64.47,3.34,84.9,17.469999,17.280001,1768.2,1773.2,756.0,14082.780273,14051.030273,4532050000.0,28935.509766,29053.970703,61400000.0,1.2312,-0.65,4186.72,-0.08455306301830462,0,4211.47,0.6762797680233689,1
342,2021-04-27,4188.25,4186.72,3703240000.0,3.25,0.01,1.622,266.727,0.7,63.03,6.0,29.92,64.47,3.34,84.9,17.620001,17.559999,1780.0,1778.0,117.0,14170.910156,14090.219727,4665430000.0,29174.529297,28991.890625,59400000.0,1.2393,-0.02,4187.62,-0.02149192142552658,0,4183.18,-0.08455306301830462,0
343,2021-04-26,4185.03,4187.62,3738920000.0,3.25,0.008,1.57,266.727,0.7,62.02,6.0,29.92,64.47,3.34,84.9,17.940001,17.639999,1778.0,1779.2,549.0,14052.379883,14138.780273,4479480000.0,29095.490234,29126.230469,49200000.0,1.2395,-0.64,4180.17,0.17822241679165723,0,4186.72,-0.02149192142552658,0
344,2021-04-23,4138.78,4180.17,3568080000.0,3.25,0.015,1.567,266.727,0.7,62.18,6.0,29.92,64.47,3.34,84.9,18.559999,17.33,1786.1,1777.0,332.0,13861.370117,14016.80957,4332500000.0,28939.119141,29020.630859,47500000.0,1.2475,-0.23,4134.98,1.0928710658818306,1,4187.62,0.17822241679165723,0
345,2021-04-22,4170.46,4134.98,4235040000.0,3.25,0.015,1.554,266.727,0.7,61.45,6.0,29.92,64.47,3.34,84.9,17.280001,18.709999,1794.2,1781.2,159.0,13952.570313,13818.410156,4397030000.0,28880.779297,29188.169922,55100000.0,1.2504,0.06,4173.42,-0.9210671343885951,-1,4180.17,1.0928710658818306,1
346,2021-04-21,4128.42,4173.42,3865820000.0,3.25,0.013,1.564,266.727,0.7,61.34,6.0,29.92,64.47,3.34,84.9,18.48,17.5,1783.0,1792.3,250.0,13745.769531,13950.219727,3967090000.0,28660.359375,28508.550781,71000000.0,1.2496,-0.88,4134.94,0.9306060063749529,1,4134.98,-0.9210671343885951,-1
347,2021-04-20,4159.18,4134.94,4338230000.0,3.25,0.015,1.562,266.727,0.7,62.61,6.0,29.92,64.47,3.34,84.9,17.360001,18.68,1769.3,1777.3,1464.0,13894.459961,13786.269531,4229410000.0,29355.869141,29100.380859,59900000.0,1.2607,0.6,4163.26,-0.6802361610853181,-1,4173.42,0.9306060063749529,1
348,2021-04-19,4179.8,4163.26,3788020000.0,3.25,0.015,1.601,266.727,0.7,63.33,6.0,29.92,64.47,3.34,84.9,17.040001,17.290001,1782.1,1769.4,144.0,13984.580078,13914.769531,4349340000.0,29688.320313,29685.369141,44700000.0,1.2532,0.22,4185.47,-0.5306453038726842,-1,4134.94,-0.6802361610853181,-1
349,2021-04-16,4174.14,4185.47,4157430000.0,3.25,0.008,1.573,266.727,0.7,63.16,6.0,29.92,64.47,3.34,84.9,16.65,16.25,1770.4,1779.0,625.0,14059.110352,14052.339844,4414640000.0,29789.080078,29683.369141,49100000.0,1.2504,-0.3,4170.42,0.36087492386858355,0,4163.26,-0.5306453038726842,-1
350,2021-04-15,4139.76,4170.42,4027680000.0,3.25,0.01,1.53,266.727,0.7,63.42,6.0,29.92,64.47,3.34,84.9,16.780001,16.57,1740.1,1765.4,368.0,13983.230469,14038.759766,4382620000.0,29573.900391,29642.689453,50600000.0,1.2541,0.17,4124.66,1.1094247768300955,1,4185.47,0.36087492386858355,0
351,2021-04-14,4141.58,4124.66,3976540000.0,3.25,0.015,1.638,266.727,0.7,63.15,6.0,29.92,64.47,3.34,84.9,16.709999,16.99,1741.3,1734.9,1037.0,14004.080078,13857.839844,4102380000.0,29718.060547,29620.990234,57200000.0,1.252,-0.09,4141.59,-0.40878020277237226,0,4170.42,1.1094247768300955,1
352,2021-04-13,4130.1,4141.59,3728440000.0,3.25,0.015,1.623,266.727,0.7,60.2,6.0,29.92,64.47,3.34,84.9,16.99,16.65,1733.8,1746.2,367.0,13902.450195,13996.099609,4200290000.0,29605.689453,29751.609375,54900000.0,1.2531,-0.24,4127.99,0.3294581624471078,0,4124.66,-0.40878020277237226,0
353,2021-04-12,4124.71,4127.99,3578500000.0,3.25,0.01,1.675,266.727,0.7,59.7,6.0,29.92,64.47,3.34,84.9,17.43,16.91,1740.8,1731.2,40.0,13854.44043,13850.0,4230160000.0,29874.429688,29538.730469,50200000.0,1.2561,0.27,4128.8,-0.019618291028880065,0,4141.59,0.3294581624471078,0
354,2021-04-09,4096.11,4128.8,3634910000.0,3.25,0.003,1.666,266.727,0.7,59.29,6.0,29.92,64.47,3.34,84.9,17.049999,16.690001,1750.8,1743.3,484.0,13787.019531,13900.19043,3906460000.0,29865.529297,29768.060547,64900000.0,1.2527,-0.28,4097.17,0.7719962803593726,1,4127.99,-0.019618291028880065,0
355,2021-04-08,4089.95,4097.17,3901910000.0,3.25,0.005,1.632,266.727,0.7,59.61,6.0,29.92,64.47,3.34,84.9,16.92,16.950001,1736.0,1756.8,1298.0,13796.889648,13829.30957,4133640000.0,29675.880859,29708.980469,62600000.0,1.2562,-0.36,4079.95,0.42206399588230875,0,4128.8,0.7719962803593726,1
356,2021-04-07,4074.29,4079.95,4112640000.0,3.25,0.01,1.653,266.727,0.7,59.77,6.0,29.92,64.47,3.34,84.9,17.99,17.16,1742.7,1740.1,557.0,13675.299805,13688.839844,4078990000.0,29743.480469,29730.789063,61500000.0,1.2607,0.35,4073.94,0.14752303666720087,0,4097.17,0.42206399588230875,0
357,2021-04-06,4075.57,4073.94,4027880000.0,3.25,0.015,1.656,266.727,0.7,59.34,6.0,29.92,64.47,3.34,84.9,18.07,18.120001,1726.9,1741.5,890.0,13681.669922,13698.379883,4038510000.0,30208.890625,29696.630859,65500000.0,1.2563,0.34,4077.91,-0.09735379152555598,0,4079.95,0.14752303666720087,0
358,2021-04-05,4034.44,4077.91,3999760000.0,3.25,0.015,1.72,266.727,0.7,58.73,6.0,29.92,64.47,3.34,84.9,18.16,17.91,1727.9,1727.0,275.0,13594.900391,13705.589844,4439970000.0,30084.609375,30089.25,55400000.0,1.2521,-0.41,4019.87,1.443827785475649,1,4073.94,-0.09735379152555598,0
359,2021-04-01,3992.78,4019.87,4151240000.0,3.25,0.008,1.679,266.727,0.7,61.41,6.0,29.92,64.47,3.34,84.9,18.6,17.33,1706.8,1726.5,720.0,13414.320313,13480.110352,4553470000.0,29441.910156,29388.869141,75600000.0,1.2545,-0.1,3972.89,1.1825144919693225,1,4077.91,1.443827785475649,1
360,2021-03-31,3967.25,3972.89,4564980000.0,3.25,0.013,1.746,265.028,0.6,59.19,6.0,40.45,64.47,2.47,84.9,19.799999,19.4,1683.7,1713.8,762.0,13122.570313,13246.870117,4980670000.0,29278.330078,29178.800781,82000000.0,1.2558,-0.6,3958.55,0.36225385557842366,0,4019.87,1.1825144919693225,1
361,2021-03-30,3963.34,3958.55,4103570000.0,3.25,0.013,1.726,265.028,0.6,60.55,6.0,30.5,66.29,3.28,80.7,20.76,19.610001,1711.0,1683.9,25316.0,13008.799805,13045.389648,4685320000.0,29365.039063,29432.699219,79900000.0,1.2634,0.37,3971.09,-0.3157823166939043,0,3972.89,0.36225385557842366,0
362,2021-03-29,3969.31,3971.09,4619840000.0,3.25,0.008,1.721,265.028,0.6,61.49,6.0,30.5,66.29,3.28,80.7,20.4,20.74,1712.1,1712.1,135457.0,13103.969727,13059.650391,4934000000.0,29478.119141,29384.519531,107900000.0,1.2588,0.1,3974.54,-0.08680249789912337,0,3958.55,-0.3157823166939043,0
363,2021-03-26,3917.12,3974.54,5467850000.0,3.25,0.015,1.66,265.028,0.6,60.93,6.0,30.5,66.29,3.28,80.7,19.32,18.860001,1721.3,1732.2,33.0,12996.030273,13138.730469,5195330000.0,29068.519531,29176.699219,73700000.0,1.2576,-0.27,3909.52,1.6631197691788244,1,3971.09,-0.08680249789912337,0
364,2021-03-25,3879.34,3909.52,4940800000.0,3.25,0.015,1.614,265.028,0.6,58.47,6.0,30.5,66.29,3.28,80.7,20.799999,19.809999,1732.7,1724.9,15.0,12844.580078,12977.679688,5608640000.0,28457.330078,28729.880859,72800000.0,1.261,0.28,3889.14,0.5240233059236775,1,3974.54,1.6631197691788244,1
365,2021-03-24,3919.93,3889.14,4766990000.0,3.25,0.015,1.614,265.028,0.6,61.12,6.0,30.5,66.29,3.28,80.7,20.639999,21.200001,1727.5,1732.9,26.0,13289.240234,12961.889648,6184470000.0,28765.550781,28405.519531,96000000.0,1.2575,-0.08,3910.52,-0.5467303581109446,-1,3909.52,0.5240233059236775,1
366,2021-03-23,3937.6,3910.52,4645340000.0,3.25,0.01,1.638,265.028,0.6,57.75,6.0,30.5,66.29,3.28,80.7,19.459999,20.299999,1724.7,1724.7,6.0,13381.429688,13227.700195,5607860000.0,29381.490234,28995.919922,79200000.0,1.2585,0.52,3940.59,-0.7630837006641179,-1,3889.14,-0.5467303581109446,-1
367,2021-03-22,3916.48,3940.59,4311380000.0,3.25,0.005,1.684,265.028,0.6,61.48,6.0,30.5,66.29,3.28,80.7,21.91,18.879999,1737.8,1737.8,51.0,13278.780273,13377.540039,5302770000.0,29444.099609,29174.150391,78800000.0,1.252,0.18,3913.1,0.702512074825592,1,3910.52,-0.7630837006641179,-1
368,2021-03-19,3913.14,3913.1,7725050000.0,3.25,0.005,1.732,265.028,0.6,61.43,6.0,30.5,66.29,3.28,80.7,21.43,20.950001,1742.2,1741.4,13.0,13119.900391,13215.240234,7591530000.0,29904.570313,29792.050781,128500000.0,1.2497,0.1,3915.46,-0.06027388863633207,0,3940.59,0.702512074825592,1
369,2021-03-18,3953.5,3915.46,4043170000.0,3.25,0.003,1.73,265.028,0.6,59.95,6.0,30.5,66.29,3.28,80.7,18.950001,21.58,1745.8,1732.2,138.0,13349.200195,13116.169922,5699900000.0,30148.480469,30216.75,95400000.0,1.2484,0.68,3974.12,-1.4760500437832742,-1,3913.1,-0.06027388863633207,0
370,2021-03-17,3949.57,3974.12,4541620000.0,3.25,0.008,1.641,265.028,0.6,64.55,6.0,30.5,66.29,3.28,80.7,20.1,19.23,1735.3,1726.8,488.0,13336.910156,13525.200195,5465500000.0,29836.830078,29914.330078,74600000.0,1.24,-0.35,3962.71,0.2879342672060245,0,3915.46,-1.4760500437832742,-1
371,2021-03-16,3973.59,3962.71,4604870000.0,3.25,0.008,1.621,265.028,0.6,64.82,6.0,30.5,66.29,3.28,80.7,20.139999,19.790001,1732.3,1730.6,729.0,13523.169922,13471.570313,5463770000.0,29770.390625,29921.089844,83800000.0,1.2443,-0.2,3968.94,-0.15696886322292647,0,3974.12,0.2879342672060245,0
372,2021-03-15,3942.96,3968.94,4882190000.0,3.25,0.015,1.607,265.028,0.6,65.36,6.0,30.5,66.29,3.28,80.7,21.84,20.030001,1729.5,1728.9,147.0,13323.469727,13459.709961,5933440000.0,29804.5,29766.970703,94100000.0,1.2468,-0.02,3943.34,0.6491958593476572,1,3962.71,-0.15696886322292647,0
373,2021-03-12,3924.52,3943.34,4469240000.0,3.25,0.025,1.635,265.028,0.6,65.59,6.0,30.5,66.29,3.28,80.7,22.57,20.690001,1715.9,1719.5,80.0,13222.80957,13319.860352,5472340000.0,29287.740234,29717.830078,96600000.0,1.2471,-0.44,3939.34,0.10153985185335614,0,3968.94,0.6491958593476572,1
374,2021-03-11,3915.54,3939.34,5300010000.0,3.25,0.028,1.527,265.028,0.6,66.02,6.0,30.5,66.29,3.28,80.7,22.5,21.91,1725.6,1722.3,18.0,13273.30957,13398.669922,5956260000.0,29033.919922,29211.640625,78500000.0,1.2526,-0.72,3898.81,1.0395479646353682,1,3943.34,0.10153985185335614,0
375,2021-03-10,3891.99,3898.81,5827250000.0,3.25,0.03,1.52,265.028,0.6,64.45,6.0,30.5,66.29,3.28,80.7,23.76,22.559999,1713.6,1721.5,412.0,13234.730469,13068.830078,5991730000.0,29118.279297,29036.560547,83000000.0,1.2617,-0.13,3875.44,0.6030283013025589,1,3939.34,1.0395479646353682,1
376,2021-03-09,3851.93,3875.44,5496340000.0,3.25,0.035,1.546,265.028,0.6,64.02,6.0,30.5,66.29,3.28,80.7,25.110001,24.030001,1686.2,1716.6,335.0,12923.070313,13073.820313,6294910000.0,28748.869141,29027.939453,96700000.0,1.2634,-0.21,3821.35,1.415468355424134,1,3898.81,0.6030283013025589,1
377,2021-03-08,3844.39,3821.35,5852240000.0,3.25,0.035,1.596,265.028,0.6,65.03,6.0,30.5,66.29,3.28,80.7,27.610001,25.469999,1704.7,1677.7,1290.0,12904.259766,12609.160156,5971260000.0,29208.189453,28743.25,92400000.0,1.266,0.04,3841.94,-0.5359271617984702,-1,3875.44,1.415468355424134,1
378,2021-03-05,3793.58,3841.94,6842570000.0,3.25,0.028,1.554,265.028,0.6,66.08,6.0,30.5,66.29,3.28,80.7,29.48,24.66,1690.6,1698.0,302.0,12860.040039,12920.150391,7696900000.0,28725.480469,28864.320313,85800000.0,1.2655,-0.08,3768.47,1.9495975820425864,1,3821.35,-0.5359271617984702,-1
379,2021-03-04,3818.53,3768.47,7142240000.0,3.25,0.028,1.55,265.028,0.6,63.81,6.0,30.5,66.29,3.28,80.7,26.52,28.57,1706.5,1700.2,521.0,12953.990234,12723.469727,7799710000.0,29198.419922,28930.109375,75200000.0,1.2665,0.09,3819.72,-1.3417213827191523,-1,3841.94,1.9495975820425864,1
380,2021-03-03,3863.99,3819.72,6150790000.0,3.25,0.035,1.47,265.028,0.6,61.33,6.0,30.5,66.29,3.28,80.7,22.799999,26.67,1730.0,1715.3,501.0,13336.25,12997.75,5493960000.0,29482.119141,29559.099609,68800000.0,1.2653,0.17,3870.29,-1.3066204341276795,-1,3768.47,-1.3417213827191523,-1
381,2021-03-02,3903.64,3870.29,5493690000.0,3.25,0.035,1.415,265.028,0.6,59.7,6.0,30.5,66.29,3.28,80.7,23.58,24.1,1709.4,1733.1,867.0,13599.450195,13358.790039,4920320000.0,29939.75,29408.169922,70100000.0,1.2631,-0.11,3901.82,-0.8080844323930935,-1,3819.72,-1.3066204341276795,-1
382,2021-03-01,3842.51,3901.82,5071540000.0,3.25,0.028,1.446,265.028,0.6,60.54,6.0,30.5,66.29,3.28,80.7,25.200001,23.35,1737.1,1722.5,407.0,13406.160156,13588.830078,5047710000.0,29419.449219,29663.5,62700000.0,1.2645,-0.74,3811.15,2.3790719336683175,1,3870.29,-0.8080844323930935,-1
383,2021-02-26,3839.66,3811.15,6512950000.0,3.25,0.035,1.46,263.346,0.6,61.55,6.2,33.24,66.29,3.01,80.7,28.73,27.950001,1768.1,1728.1,1593.0,13232.900391,13192.349609,5883880000.0,29753.730469,28966.009766,92900000.0,1.2739,1.11,3829.34,-0.4750165824920235,0,3901.82,2.3790719336683175,1
384,2021-02-25,3915.8,3829.34,6513060000.0,3.25,0.033,1.518,263.346,0.6,63.43,6.2,33.24,66.29,3.01,80.7,21.73,28.889999,1801.5,1774.4,1049.0,13512.639648,13119.429688,6335240000.0,30077.269531,30168.269531,70100000.0,1.2599,0.7,3925.43,-2.447884690339649,-1,3811.15,-0.4750165824920235,0
385,2021-02-24,3873.71,3925.43,5942350000.0,3.25,0.028,1.389,263.346,0.6,63.21,6.2,33.24,66.29,3.01,80.7,23.76,21.34,1805.8,1796.4,1500.0,13400.25,13597.969727,5793430000.0,30020.109375,29671.699219,79300000.0,1.2511,-0.6,3881.37,1.1351661913190432,1,3829.34,-2.447884690339649,-1
386,2021-02-23,3857.07,3881.37,6280650000.0,3.25,0.023,1.362,263.346,0.6,61.66,6.2,33.24,66.29,3.01,80.7,22.82,23.110001,1809.6,1804.4,569.0,13262.610352,13465.200195,7482840000.0,30281.779297,30156.029297,62800000.0,1.2587,-0.18,3876.5,0.12562878885592393,0,3925.43,1.1351661913190432,1
387,2021-02-22,3885.55,3876.5,5870190000.0,3.25,0.025,1.37,263.346,0.6,61.67,6.2,33.24,66.29,3.01,80.7,24.459999,23.450001,1784.0,1806.7,165.0,13714.200195,13533.049805,6435100000.0,30281.779297,30156.029297,62800000.0,1.261,0.0,3906.71,-0.7732849379657061,-1,3881.37,0.12562878885592393,0
388,2021-02-19,3921.16,3906.71,4823940000.0,3.25,0.023,1.345,263.346,0.6,59.12,6.2,33.24,66.29,3.01,80.7,23.1,22.049999,1764.3,1775.8,118.0,13929.200195,13874.459961,6686060000.0,29970.589844,30017.919922,63700000.0,1.261,-0.53,3913.97,-0.18548941356218276,0,3876.5,-0.7732849379657061,-1
389,2021-02-18,3915.86,3913.97,4773430000.0,3.25,0.023,1.287,263.346,0.6,60.4,6.2,33.24,66.29,3.01,80.7,21.98,22.49,1776.1,1773.4,587.0,13814.669922,13865.360352,6454280000.0,30311.980469,30236.089844,77900000.0,1.2677,-0.17,3931.33,-0.44158083905447076,0,3906.71,-0.18548941356218276,0
390,2021-02-17,3918.5,3931.33,4718280000.0,3.25,0.035,1.301,263.346,0.6,61.09,6.2,33.24,66.29,3.01,80.7,22.02,21.5,1785.8,1771.1,614.0,13911.650391,13965.490234,7227140000.0,30366.820313,30292.189453,74800000.0,1.2699,0.1,3932.59,-0.032039953313216435,0,3913.97,-0.44158083905447076,0
391,2021-02-16,3939.61,3932.59,5037360000.0,3.25,0.035,1.299,263.346,0.6,60.07,6.2,33.24,66.29,3.01,80.7,21.129999,21.459999,1820.9,1797.2,1141.0,14152.209961,14047.5,7646300000.0,30229.460938,30467.75,81300000.0,1.2686,0.38,3934.83,-0.056927491149548565,0,3931.33,-0.032039953313216435,0
392,2021-02-12,3911.65,3934.83,4119260000.0,3.25,0.035,1.2,263.346,0.6,59.5,6.2,33.24,66.29,3.01,80.7,21.6,19.969999,1825.0,1821.6,259.0,13979.209961,14095.469727,7352960000.0,29635.880859,29520.070313,79800000.0,1.2694,-0.06,3916.38,0.4710983101741868,0,3932.59,-0.056927491149548565,0
393,2021-02-11,3916.4,3916.38,4570080000.0,3.25,0.035,1.158,263.346,0.6,58.22,6.2,33.24,66.29,3.01,80.7,22.09,21.25,1840.5,1824.9,602.0,14045.209961,14025.769531,10000200000.0,29412.550781,29562.929688,81100000.0,1.2702,0.02,3909.88,0.16624551137119298,0,3934.83,0.4710983101741868,0
394,2021-02-10,3920.78,3909.88,4815380000.0,3.25,0.035,1.133,263.346,0.6,58.69,6.2,33.24,66.29,3.01,80.7,21.639999,21.99,1842.6,1840.6,543.0,14093.349609,13972.530273,10165550000.0,29412.550781,29562.929688,81100000.0,1.2699,0.05,3911.23,-0.03451599624670267,0,3916.38,0.16624551137119298,0
395,2021-02-09,3910.49,3911.23,4554610000.0,3.25,0.033,1.157,263.346,0.6,58.34,6.2,33.24,66.29,3.01,80.7,21.57,21.629999,1841.9,1835.3,184.0,13966.820313,14007.700195,8658980000.0,29435.609375,29505.929688,86900000.0,1.2693,-0.35,3915.59,-0.11134975827397985,0,3909.88,-0.03451599624670267,0
396,2021-02-08,3892.59,3915.59,4635030000.0,3.25,0.02,1.16,263.346,0.6,57.95,6.2,33.24,66.29,3.01,80.7,21.889999,21.24,1816.3,1831.9,254.0,13937.05957,13987.639648,8439940000.0,28831.580078,29388.5,93600000.0,1.2738,-0.1,3886.83,0.7399345996609118,1,3911.23,-0.11134975827397985,0
397,2021-02-05,3878.3,3886.83,4838580000.0,3.25,0.023,1.17,263.346,0.6,56.8,6.2,33.24,66.29,3.01,80.7,21.99,20.870001,1794.3,1810.9,1278.0,13824.879883,13856.299805,6697720000.0,28631.460938,28779.189453,93200000.0,1.2751,-0.58,3871.74,0.3897472454245416,0,3915.59,0.7399345996609118,1
398,2021-02-04,3836.66,3871.74,4856670000.0,3.25,0.03,1.139,263.346,0.6,56.19,6.2,33.24,66.29,3.01,80.7,23.440001,21.77,1832.2,1788.9,2375.0,13674.05957,13777.740234,7218680000.0,28557.460938,28341.949219,81100000.0,1.2825,0.34,3830.17,1.0853304161434012,1,3886.83,0.3897472454245416,0
399,2021-02-03,3840.27,3830.17,4846900000.0,3.25,0.04,1.131,263.346,0.6,55.67,6.2,33.24,66.29,3.01,80.7,24.59,22.91,1834.8,1832.2,1195.0,13718.30957,13610.540039,7465240000.0,28482.710938,28646.5,84000000.0,1.2781,0.01,3826.31,0.10088048276276954,0,3871.74,1.0853304161434012,1
400,2021-02-02,3791.84,3826.31,5495370000.0,3.25,0.05,1.105,263.346,0.6,54.77,6.2,33.24,66.29,3.01,80.7,28.01,25.559999,1859.6,1830.5,1293.0,13543.099609,13612.780273,7240220000.0,28207.480469,28362.169922,67500000.0,1.278,-0.54,3773.86,1.3898236818535878,1,3830.17,0.10088048276276954,0
401,2021-02-01,3731.17,3773.86,5392870000.0,3.25,0.048,1.077,263.346,0.6,53.55,6.2,33.24,66.29,3.01,80.7,31.450001,30.24,1866.6,1860.8,1494.0,13226.179688,13403.389648,7014220000.0,27649.070313,28091.050781,65700000.0,1.2849,0.56,3714.24,1.605173602136651,1,3826.31,1.3898236818535878,1
402,2021-01-29,3778.05,3714.24,6612570000.0,3.25,0.048,1.093,261.564,0.2,52.16,6.7,37.85,66.29,2.64,80.7,35.16,33.09,1842.0,1847.3,1634.0,13284.719727,13070.69043,7809670000.0,28320.720703,27663.390625,91700000.0,1.2777,-0.4,3787.38,-1.9311502938707055,-1,3773.86,1.605173602136651,1
403,2021-01-28,3755.75,3787.38,6937960000.0,3.25,0.055,1.057,261.564,0.2,52.26,6.7,37.85,66.29,2.64,80.7,33.25,30.209999,1843.4,1837.9,27283.0,13323.290039,13337.160156,9823150000.0,28169.269531,28197.419922,123900000.0,1.2828,0.23,3750.77,0.9760662477304693,1,3714.24,-1.9311502938707055,-1
404,2021-01-27,3836.83,3750.77,9878040000.0,3.25,0.06,1.014,261.564,0.2,52.81,6.7,37.85,66.29,2.64,80.7,23.82,37.209999,1844.9,1844.9,195540.0,13486.580078,13270.599609,11102160000.0,28665.339844,28635.210938,69000000.0,1.2798,0.86,3849.62,-2.567785911336701,-1,3787.38,0.9760662477304693,1
405,2021-01-26,3862.96,3849.62,6029090000.0,3.25,0.068,1.04,261.564,0.2,52.61,6.7,37.85,66.29,2.64,80.7,23.91,23.02,1855.8,1850.7,59.0,13681.719727,13626.05957,6781460000.0,28696.300781,28546.179688,63500000.0,1.2689,-0.38,3855.36,-0.14888363213812034,0,3750.77,-2.567785911336701,-1
406,2021-01-25,3851.68,3855.36,6955860000.0,3.25,0.07,1.04,261.564,0.2,52.78,6.7,37.85,66.29,2.64,80.7,22.309999,23.190001,1864.7,1854.9,26.0,13681.209961,13635.990234,7139410000.0,28698.890625,28822.289063,57300000.0,1.2738,0.02,3841.47,0.36158033252896227,0,3849.62,-0.14888363213812034,0
407,2021-01-22,3844.24,3841.47,5080430000.0,3.25,0.07,1.091,261.564,0.2,52.28,6.7,37.85,66.29,2.64,80.7,22.24,21.91,1854.9,1855.7,8.0,13474.80957,13543.05957,5931240000.0,28580.199219,28631.449219,66900000.0,1.2735,0.81,3853.07,-0.3010586363601067,0,3855.36,0.36158033252896227,0
408,2021-01-21,3857.46,3853.07,4484460000.0,3.25,0.073,1.109,261.564,0.2,53.0,6.7,37.85,66.29,2.64,80.7,21.34,21.32,1865.3,1865.3,6.0,13521.480469,13530.910156,7183390000.0,28710.410156,28756.859375,67700000.0,1.2633,0.03,3851.85,0.031673092150531684,0,3841.47,-0.3010586363601067,0
409,2021-01-20,3816.22,3851.85,4551790000.0,3.25,0.075,1.09,261.564,0.2,53.16,6.7,37.85,66.29,2.64,80.7,22.82,21.58,1847.8,1865.9,16.0,13342.549805,13457.25,6771630000.0,28798.740234,28523.259766,69800000.0,1.2629,-0.8,3798.91,1.3935576257400164,1,3853.07,0.031673092150531684,0
