Date,Value
1906-08-31,13.18
1906-07-31,13.27
1906-06-30,12.63
1906-05-31,12.43
1906-04-30,12.36
1906-03-31,12.16
1906-02-28,11.95
1906-01-31,11.75
1905-12-31,11.54
1905-11-30,11.62
1905-10-31,11.69
1905-09-30,11.63
1905-08-31,11.44
1905-07-31,11.51
1905-06-30,11.45
1905-05-31,11.39
1905-04-30,11.21
1905-03-31,11.15
1905-02-28,10.96
1905-01-31,10.9
1904-12-31,10.84
1904-11-30,10.96
1904-10-31,11.33
1904-09-30,11.45
1904-08-31,11.71
1904-07-31,11.96
1904-06-30,12.09
1904-05-31,12.21
1904-04-30,12.05
1904-03-31,12.04
1904-02-29,12.01
1904-01-31,12.41
1903-12-31,12.82
1903-11-30,12.76
1903-10-31,12.56
1903-09-30,12.34
1903-08-31,12.43
1903-07-31,12.38
1903-06-30,12.31
1903-05-31,12.25
1903-04-30,11.92
1903-03-31,11.86
1903-02-28,11.4
1903-01-31,11.35
1902-12-31,11.42
1902-11-30,11.52
1902-10-31,11.12
1902-09-30,11.86
1902-08-31,11.96
1902-07-31,11.8
1902-06-30,11.77
1902-05-31,11.87
1902-04-30,11.99
1902-03-31,12.09
1902-02-28,12.06
1902-01-31,12.03
1901-12-31,11.87
1901-11-30,11.94
1901-10-31,12.03
1901-09-30,11.96
1901-08-31,12.04
1901-07-31,12.14
1901-06-30,12.21
1901-05-31,12.15
1901-04-30,12.08
1901-03-31,11.87
1901-02-28,11.81
1901-01-31,11.59
1900-12-31,11.68
1900-11-30,11.24
1900-10-31,10.95
1900-09-30,10.54
1900-08-31,10.38
1900-07-31,9.97
1900-06-30,9.8
1900-05-31,9.4
1900-04-30,8.9
1900-03-31,8.62
1900-02-28,8.34
1900-01-31,8.16
1899-12-31,7.88
1899-11-30,7.95
1899-10-31,8.0
1899-09-30,8.08
1899-08-31,8.35
1899-07-31,8.43
1899-06-30,8.51
1899-05-31,8.59
1899-04-30,8.56
1899-03-31,8.63
1899-02-28,8.6
1899-01-31,8.8
1898-12-31,8.77
1898-11-30,8.82
1898-10-31,8.75
1898-09-30,8.67
1898-08-31,8.6
1898-07-31,8.53
1898-06-30,8.33
1898-05-31,7.72
1898-04-30,8.18
1898-03-31,8.11
1898-02-28,8.03
1898-01-31,8.08
1897-12-31,8.01
1897-11-30,8.01
1897-10-31,8.01
1897-09-30,7.89
1897-08-31,8.12
1897-07-31,8.49
1897-06-30,8.49
1897-05-31,8.49
1897-04-30,8.37
1897-03-31,8.24
1897-02-28,8.24
1897-01-31,8.24
1896-12-31,8.01
1896-11-30,8.04
1896-10-31,8.32
1896-09-30,8.61
1896-08-31,8.65
1896-07-31,8.69
1896-06-30,8.73
1896-05-31,8.64
1896-04-30,8.55
1896-03-31,8.46
1896-02-29,8.49
1896-01-31,8.42
1895-12-31,8.33
1895-11-30,8.29
1895-10-31,8.36
1895-09-30,8.43
1895-08-31,8.51
1895-07-31,8.45
1895-06-30,8.42
1895-05-31,8.6
1895-04-30,8.79
1895-03-31,9.24
1895-02-28,9.32
1895-01-31,9.39
1894-12-31,9.47
1894-11-30,9.49
1894-10-31,9.64
1894-09-30,9.52
1894-08-31,9.79
1894-07-31,10.22
1894-06-30,10.37
1894-05-31,10.52
1894-04-30,10.67
1894-03-31,10.82
1894-02-28,10.66
1894-01-31,10.67
1893-12-31,10.52
1893-11-30,10.34
1893-10-31,10.04
1893-09-30,10.14
1893-08-31,10.52
1893-07-31,10.07
1893-06-30,9.78
1893-05-31,9.51
1893-04-30,9.35
1893-03-31,9.21
1893-02-28,8.96
1893-01-31,9.03
1892-12-31,9.34
1892-11-30,9.39
1892-10-31,9.57
1892-09-30,9.5
1892-08-31,9.43
1892-07-31,9.49
1892-06-30,9.68
1892-05-31,9.61
1892-04-30,9.54
1892-03-31,9.34
1892-02-29,9.03
1892-01-31,8.96
1891-12-31,8.67
1891-11-30,8.67
1891-10-31,8.57
1891-09-30,8.57
1891-08-31,8.45
1891-07-31,8.45
1891-06-30,8.36
1891-05-31,8.16
1891-04-30,8.06
1891-03-31,8.16
1891-02-28,8.25
1891-01-31,8.36
1890-12-31,8.25
1890-11-30,8.25
1890-10-31,8.06
1890-09-30,8.06
1890-08-31,8.16
1890-07-31,8.45
1890-06-30,8.45
1890-05-31,8.45
1890-04-30,8.57
1890-03-31,8.57
1890-02-28,8.57
1890-01-31,8.57
1889-12-31,8.36
1889-11-30,8.48
1889-10-31,8.52
1889-09-30,8.55
1889-08-31,8.69
1889-07-31,8.73
1889-06-30,8.76
1889-05-31,8.79
1889-04-30,8.61
1889-03-31,8.64
1889-02-28,8.56
1889-01-31,8.5
1888-12-31,8.23
1888-11-30,8.29
1888-10-31,8.45
1888-09-30,8.61
1888-08-31,8.67
1888-07-31,8.73
1888-06-30,8.9
1888-05-31,8.85
1888-04-30,8.81
1888-03-31,8.77
1888-02-29,8.83
1888-01-31,8.79
1887-12-31,8.95
1887-11-30,9.06
1887-10-31,9.08
1887-09-30,9.09
1887-08-31,8.9
1887-07-31,8.91
1887-06-30,8.71
1887-05-31,8.51
1887-04-30,8.42
1887-03-31,8.33
1887-02-28,8.24
1887-01-31,8.25
1886-12-31,8.36
1886-11-30,8.52
1886-10-31,8.58
1886-09-30,8.65
1886-08-31,8.71
1886-07-31,8.89
1886-06-30,9.06
1886-05-31,9.02
1886-04-30,8.86
1886-03-31,8.81
1886-02-28,8.78
1886-01-31,8.84
1885-12-31,8.69
1885-11-30,9.11
1885-10-31,9.44
1885-09-30,9.66
1885-08-31,9.76
1885-07-31,9.98
1885-06-30,10.31
1885-05-31,10.28
1885-04-30,10.26
1885-03-31,10.59
1885-02-28,10.56
1885-01-31,10.88
1884-12-31,11.09
1884-11-30,11.03
1884-10-31,10.84
1884-09-30,10.78
1884-08-31,10.72
1884-07-31,10.78
1884-06-30,10.71
1884-05-31,10.77
1884-04-30,10.6
1884-03-31,10.43
1884-02-29,10.49
1884-01-31,10.54
1883-12-31,10.59
1883-11-30,10.68
1883-10-31,10.54
1883-09-30,10.51
1883-08-31,10.39
1883-07-31,10.36
1883-06-30,10.13
1883-05-31,9.8
1883-04-30,9.68
1883-03-31,9.56
1883-02-28,9.45
1883-01-31,9.51
1882-12-31,9.49
1882-11-30,9.4
1882-10-31,9.31
1882-09-30,9.22
1882-08-31,8.98
1882-07-31,9.06
1882-06-30,8.98
1882-05-31,9.06
1882-04-30,9.14
1882-03-31,9.22
1882-02-28,9.22
1882-01-31,9.31
1881-12-31,9.31
1881-11-30,9.17
1881-10-31,8.93
1881-09-30,8.88
1881-08-31,9.07
1881-07-31,9.09
1881-06-30,9.03
1881-05-31,8.88
1881-04-30,8.63
1881-03-31,8.57
1881-02-28,8.41
1881-01-31,8.33
1880-12-31,8.1
1880-11-30,8.02
1880-10-31,7.95
1880-09-30,7.79
1880-08-31,7.7
1880-07-31,7.54
1880-06-30,7.38
1880-05-31,7.08
1880-04-30,6.72
1880-03-31,6.31
1880-02-29,6.23
1880-01-31,6.08
1879-12-31,6.11
1879-11-30,6.24
1879-10-31,6.52
1879-09-30,6.82
1879-08-31,7.0
1879-07-31,6.94
1879-06-30,6.96
1879-05-31,6.82
1879-04-30,6.76
1879-03-31,6.62
1879-02-28,6.49
1879-01-31,6.5
1878-12-31,6.52
1878-11-30,6.4
1878-10-31,6.36
1878-09-30,6.32
1878-08-31,6.34
1878-07-31,6.44
1878-06-30,6.55
1878-05-31,6.43
1878-04-30,6.25
1878-03-31,6.21
1878-02-28,6.11
1878-01-31,6.07
1877-12-31,5.92
1877-11-30,6.21
1877-10-31,6.36
1877-09-30,6.64
1877-08-31,6.85
1877-07-31,6.86
1877-06-30,7.19
1877-05-31,7.07
1877-04-30,7.45
1877-03-31,7.93
1877-02-28,7.83
1877-01-31,7.88
1876-12-31,8.27
1876-11-30,8.42
1876-10-31,8.49
1876-09-30,8.65
1876-08-31,8.73
1876-07-31,8.81
1876-06-30,8.81
1876-05-31,8.57
1876-04-30,8.27
1876-03-31,8.19
1876-02-29,8.19
1876-01-31,8.19
1875-12-31,8.12
1875-11-30,8.12
1875-10-31,8.12
1875-09-30,8.19
1875-08-31,8.18
1875-07-31,8.32
1875-06-30,8.39
1875-05-31,8.31
1875-04-30,8.17
1875-03-31,8.3
1875-02-28,8.37
1875-01-31,8.43
1874-12-31,8.49
1874-11-30,8.49
1874-10-31,8.42
1874-09-30,8.29
1874-08-31,8.29
1874-07-31,8.22
1874-06-30,8.29
1874-05-31,8.09
1874-04-30,8.03
1874-03-31,7.9
1874-02-28,7.9
1874-01-31,7.9
1873-12-31,8.03
1873-11-30,8.16
1873-10-31,7.85
1873-09-30,7.61
1873-08-31,7.55
1873-07-31,7.49
1873-06-30,7.43
1873-05-31,7.16
1873-04-30,6.94
1873-03-31,6.89
1873-02-28,6.83
1873-01-31,6.93
1872-12-31,6.87
1872-11-30,6.69
1872-10-31,6.82
1872-09-30,6.59
1872-08-31,6.56
1872-07-31,6.54
1872-06-30,6.37
1872-05-31,6.24
1872-04-30,6.17
1872-03-31,6.23
1872-02-29,6.25
1872-01-31,6.17
1871-12-31,6.09
1871-11-30,6.23
1871-10-31,6.23
1871-09-30,6.32
1871-08-31,6.48
1871-07-31,6.38
1871-06-30,6.38
1871-05-31,6.28
1871-04-30,6.13
1871-03-31,5.91
1871-02-28,6.0
1871-01-31,6.18
