year_month,S&P_Open,S&P_Close,S&P_Volume,Close_t-1,return(%),return_class,Close_t+1,t+1_return(%),t+1_return_class,t_3m_Close,t_10y_Close,cpi_Value,cpi_MoM%,oil_Price,unemp_rate,PE_Ratio,EY_Ratio,Put/Call_Ratio,R_Open,R_Close,R_Volume,G_Open,G_Close,G_Volume,GF_Open,GF_Close,GF_Volume,Nas_Open,Nas_Close,Nas_Volume,Nk_Open,Nk_Close,Nk_Volume,fx_Price,fx_change%,vo_Open,vo_Close,Div_Ratio,CS_Index
2020-10,3385.87,3269.96,89737600000.0,3363.0,-2.766577460600653,0,3621.63,10.754565805086303,2.0,0.083,0.677,260.352,0.1,39.39590909090909,6.9,35.3,2.83,1.5690909090909093,1508.599976,1538.47998,89737600000.0,1884.1,1908.4,730.0,1884.1,1877.4,9613.0,11291.990234,10911.589844,77827120000,23184.929688,22977.130859,1148600000,1.3317,-0.02,25.780001,38.02,66.75,81.8
2020-9,3507.44,3363.0,92084120000.0,3500.31,-3.9227954095494386,0,3269.96,-2.766577460600653,0.0,0.1,0.672,260.19,0.1,39.63428571428571,7.9,34.27,2.92,1.6347619047619046,1561.099976,1507.689941,92084120000.0,1961.7,1968.2,186.0,1961.7,1887.5,17781.0,11850.959961,11167.509766,82059450000,23089.630859,23185.119141,1362400000,1.3319,2.1,25.860001,26.370001,66.99,80.4
2020-8,3288.26,3500.31,84402300000.0,3271.12,7.006468732421925,2,3363.0,-3.9227954095494386,0.0,0.13,0.682,259.58,0.2,42.33904761904762,8.4,34.41,2.91,1.62,1485.48999,1561.880005,84402300000.0,1793.6,1773.2,331.0,1984.3,1967.6,11710.0,10848.639648,11775.459961,78408230000,21947.580078,23139.759766,1357300000,1.3045,-2.74,25.75,26.41,67.4,74.1
2020-7,3105.92,3271.12,97197020000.0,3100.29,5.510129697544421,2,3500.31,7.006468732421925,2.0,0.13,0.682,258.543,0.4,40.710454545454546,10.2,32.44,3.08,1.6968181818181818,1443.290039,1480.430054,97197020000.0,1793.6,1773.2,331.0,1793.6,1962.8,246967.0,10063.669922,10745.269531,94321170000,22338.300781,21710.0,1454700000,1.3413,-1.18,30.959999,24.459999,67.93,72.5
2020-6,3038.78,3100.29,131044000000.0,3044.31,1.838840328350267,1,3271.12,5.510129697544421,2.0,0.128,0.662,257.217,0.5,38.307272727272725,11.0,31.29,3.2,1.6572727272727272,1396.290039,1441.369995,131044000000.0,1740.4,1737.8,871.0,1740.4,1793.0,16436.0,9471.419922,10058.769531,111455270000,21910.890625,22288.140625,1754000000,1.3573,-1.42,28.940001,30.43,68.59,78.1
2020-5,2869.09,3044.31,106799100000.0,2912.43,4.528177501261837,2,3100.29,1.838840328350267,1.0,0.093,0.642,255.944,0.5,28.5625,13.2,27.82,3.59,1.537,1280.579956,1394.040039,106799100000.0,1686.6,1694.5,337.0,1686.6,1736.9,168568.0,8681.290039,9489.870117,80634290000,19991.970703,21877.890625,1539400000,1.3769,-1.23,38.169998,27.51,68.93,72.3
2020-4,2498.08,2912.43,123163450000.0,2584.59,12.684410293315368,2,3044.31,4.528177501261837,2.0,0.063,0.635,256.094,-0.1,16.547619047619047,14.7,24.97,4.01,1.479047619047619,1127.72998,1310.660034,123163450000.0,1570.0,1578.2,2158.0,1570.0,1684.2,14324.0,7459.5,8889.549805,78697140000,18686.119141,20193.689453,1837200000,1.3941,-0.84,57.380001,34.150002,68.89,71.8
2020-3,2974.28,2584.59,161801100000.0,2954.22,-12.511932083595658,0,2912.43,12.684410293315368,2.0,1.485,1.728,258.165,-0.8,29.207727272727276,4.4,22.8,4.39,1.6468181818181817,1476.589966,1153.099976,161801100000.0,1511.0,1508.0,235.0,1592.9,1564.1,9617.0,8667.139648,7700.100098,96874040000,20849.789063,18917.009766,3101700000,1.4059,4.95,38.540001,53.540001,68.39,89.1
2020-2,3235.66,2954.22,84292270000.0,3225.52,-8.411046900964811,0,2584.59,-12.511932083595658,0.0,1.485,1.728,259.007,-0.3,50.54263157894737,3.5,26.42,3.78,1.8936842105263156,1618.800049,1476.430054,84292270000.0,1511.0,1508.0,235.0,1592.9,1564.1,9617.0,9190.719727,8567.370117,53633950000,22874.269531,21142.960938,1396200000,1.3396,1.22,18.639999,40.110001,67.73,101.0
2020-1,3244.67,3225.52,77104420000.0,3230.78,-0.16280898111292685,1,2954.22,-8.411046900964811,0.0,1.485,1.728,258.682,0.1,57.519047619047626,3.5,24.88,4.02,1.7971428571428572,1675.900024,1614.060059,77104420000.0,1511.0,1508.0,235.0,1518.1,1582.9,316262.0,9039.459961,9150.94043,52456350000,23319.759766,23205.179688,1133600000,1.3235,1.92,13.46,18.84,67.4,99.8
2019-12,3143.85,3230.78,72054000000.0,3140.98,2.85898031824463,2,3225.52,-0.16280898111292685,1.0,1.485,1.728,258.263,0.2,59.81666666666667,3.6,22.78,4.39,1.7207692307692308,1626.560059,1668.469971,72054000000.0,1511.0,1508.0,235.0,1511.0,1465.6,443701.0,8672.839844,8972.599609,45940880000,23388.630859,23656.619141,1173000000,1.2986,-2.18,12.69,13.78,67.15,99.3
2019-11,3050.72,3140.98,72179920000.0,3037.56,3.4047064090915105,2,3230.78,2.85898031824463,2.0,1.485,1.728,257.788,0.2,57.048947368421054,3.6,22.62,4.42,1.688,1569.199951,1624.5,72179920000.0,1511.0,1508.0,235.0,1511.0,1465.6,443701.0,8335.049805,8665.469727,41581990000,22730.490234,23293.910156,1356700000,1.3275,0.88,12.5,12.62,66.69,96.8
2019-10,2983.69,3037.56,77564550000.0,2976.74,2.0431747482144953,2,3140.98,3.4047064090915105,2.0,1.753,1.644,257.305,0.2,53.96304347826087,3.6,22.04,4.54,1.8578260869565215,1523.849976,1562.449951,77564550000.0,1468.7,1482.0,219.0,1468.7,1511.4,5233.0,8026.830078,8292.360352,43976360000,21831.439453,22927.039063,1347900000,1.3159,-0.6,16.02,13.22,66.27,95.5
2019-9,2909.01,2976.74,73992330000.0,2926.46,1.7181167690656882,1,3037.56,2.0431747482144953,2.0,2.03,1.894,256.596,0.3,56.947,3.5,22.44,4.46,2.02,1494.030029,1523.369995,73992330000.0,1411.3,1420.9,2431.0,1411.3,1519.1,17142.0,7906.439941,7999.339844,41462650000,20625.75,21755.839844,1392600000,1.3239,-0.53,20.959999,16.24,66.03,93.2
2019-8,2980.32,2926.46,79599440000.0,2980.38,-1.8091652742267788,1,2976.74,1.7181167690656882,1.0,2.03,1.894,256.179,0.2,54.80590909090909,3.7,21.67,4.61,2.221363636363636,1574.930054,1494.839966,79599440000.0,1411.3,1420.9,2431.0,1411.3,1519.1,17142.0,8190.560059,7962.879883,46090570000,21361.580078,20704.369141,1373500000,1.331,0.92,15.41,18.98,65.64,89.8
2019-7,2971.41,2980.38,70349470000.0,2941.76,1.312819536603934,1,2926.46,-1.8091652742267788,1.0,2.065,2.034,255.9,0.1,57.35809523809524,3.7,22.28,4.49,1.785909090909091,1574.650024,1574.609985,70349470000.0,1386.6,1385.6,214.0,1386.6,1426.1,302051.0,8145.850098,8175.419922,39238360000,21566.269531,21521.529297,1168700000,1.3189,0.76,13.85,16.120001,65.2,98.4
2019-6,2751.53,2941.76,70904280000.0,2752.06,6.893018320821503,2,2980.38,1.312819536603934,1.0,2.363,2.511,255.361,0.2,54.657500000000006,3.6,21.37,4.68,1.5715,1465.880005,1566.569946,70881390000.0,1278.7,1281.4,70.0,1307.0,1409.7,6517.0,7441.209961,8006.240234,44505410000,20327.869141,21275.919922,1195400000,1.309,-3.12,19.41,15.08,64.86,98.2
2019-5,2952.33,2752.06,76860120000.0,2945.83,-6.5777726481161505,0,2941.76,6.893018320821503,2.0,2.363,2.511,255.325,0.0,60.82681818181818,3.6,21.15,4.73,1.866818181818182,1593.47998,1465.48999,76860120000.0,1278.7,1281.4,70.0,1278.7,1305.8,248448.0,8132.930176,7453.149902,47405100000,22184.400391,20601.189453,1458100000,1.3512,0.94,12.86,18.709999,64.44,100.0
2019-4,2848.63,2945.83,69604840000.0,2834.4,3.931343494213937,2,2752.06,-6.5777726481161505,0.0,2.323,2.497,255.163,0.1,63.862380952380946,3.6,21.56,4.64,1.6714285714285715,1542.890015,1591.209961,69604840000.0,1291.8,1288.4,675.0,1291.8,1282.8,6961.0,7800.240234,8095.390137,43162800000,21500.890625,22258.730469,1187800000,1.3386,0.31,13.9,13.12,64.13,97.2
2019-3,2798.22,2834.4,78596280000.0,2784.49,1.792428775107841,1,2945.83,3.931343494213937,2.0,2.378,2.755,254.273,0.4,58.151428571428575,3.8,20.86,4.79,1.6809523809523808,1577.5,1539.73999,78573340000.0,1312.2,1296.4,110.0,1312.2,1293.0,295700.0,7587.450195,7729.319824,49145540000,21490.019531,21205.810547,1396900000,1.3344,1.35,14.57,13.71,64.03,98.4
2019-2,2702.32,2784.49,70183430000.0,2704.1,2.9728930143115964,2,2834.4,1.792428775107841,1.0,2.34,2.691,253.135,0.4,54.95473684210527,3.8,20.6,4.85,1.6952631578947368,1499.530029,1575.550049,70183430000.0,1320.3,1316.9,878.0,1320.3,1312.8,7989.0,7256.370117,7532.529785,42304540000,20797.029297,21385.160156,1276100000,1.3166,0.34,16.629999,14.78,63.93,93.8
2019-1,2476.96,2704.1,80401630000.0,2506.85,7.868440473103696,2,2784.49,2.9728930143115964,2.0,2.27,3.144,252.47,0.3,51.37571428571429,4.0,19.6,5.1,1.5604761904761906,1346.109985,1499.420044,80379630000.0,1215.4,1236.0,14.0,1286.0,1319.7,270998.0,6506.910156,7281.740234,49199040000,19655.130859,20773.490234,1275600000,1.3122,-3.78,27.540001,16.57,63.73,91.2
2018-12,2790.5,2506.85,83522570000.0,2760.17,-9.17769557672173,0,2704.1,7.868440473103696,2.0,2.27,3.144,252.551,0.0,49.522777777777776,3.9,19.39,5.16,1.6368421052631579,1536.329956,1348.560059,83472570000.0,1215.4,1236.0,14.0,1222.5,1278.3,4402.0,7486.129883,6635.279785,48808340000,22629.390625,20014.769531,1529200000,1.3637,2.59,16.040001,25.42,63.38,98.3
2018-11,2717.58,2760.17,80080110000.0,2711.74,1.7859381799140144,1,2506.85,-9.17769557672173,0.0,2.27,3.144,252.657,0.0,56.963499999999996,3.8,20.67,4.84,1.4452380952380952,1512.680054,1533.27002,80080110000.0,1215.4,1236.0,14.0,1215.4,1220.2,304805.0,7327.819824,7330.540039,48560650000,21906.410156,22351.060547,1534700000,1.3293,1.07,20.959999,18.07,62.63,97.5
2018-10,2926.29,2711.74,91327930000.0,2913.98,-6.940335897981463,0,2760.17,1.7859381799140144,1.0,2.155,3.08,252.862,-0.1,70.74869565217391,3.8,21.25,4.71,1.8299999999999998,1697.829956,1511.410034,91327930000.0,1191.6,1187.1,180.0,1191.6,1212.3,4126.0,8091.5,7305.899902,61400960000,24173.369141,21920.460938,1822800000,1.3152,1.92,11.99,21.23,61.87,98.6
2018-9,2896.96,2913.98,62492080000.0,2901.52,0.4294300918139471,1,2711.74,-6.940335897981463,0.0,1.978,3.003,252.239,0.2,70.2321052631579,3.7,22.25,4.49,1.8889473684210527,1740.800049,1696.569946,62492080000.0,1222.9,1217.9,1026.0,1193.8,1191.5,23406.0,8087.950195,8046.350098,44545790000,22819.169922,24120.039063,1447600000,1.2904,-1.02,13.13,12.12,61.43,100.1
2018-8,2821.17,2901.52,69238220000.0,2816.29,3.0263218631603994,2,2913.98,0.4294300918139471,1.0,1.978,3.003,251.749,0.2,68.05565217391305,3.8,22.37,4.47,1.658695652173913,1670.869995,1740.75,69238220000.0,1222.9,1217.9,1026.0,1222.9,1200.3,5996.0,7701.819824,8109.540039,45900880000,22642.179688,22865.150391,1515200000,1.3037,0.25,13.09,12.86,60.97,96.2
2018-7,2704.95,2816.29,64542170000.0,2718.37,3.6021586465418642,2,2901.52,3.0263218631603994,2.0,1.868,2.895,251.323,0.2,70.98142857142857,3.8,22.33,4.48,1.610952380952381,1641.72998,1670.800049,64542170000.0,1298.6,1294.8,663.0,1298.6,1251.3,5166.0,7451.899902,7671.790039,38678490000,22233.800781,22553.720703,1523800000,1.3005,-0.95,17.700001,12.83,60.48,97.9
2018-6,2718.7,2718.37,77439710000.0,2705.27,0.4842400204046143,1,2816.29,3.6021586465418642,2.0,1.868,2.895,251.118,0.1,67.87333333333333,4.0,22.49,4.45,1.668095238095238,1635.400024,1643.069946,77439710000.0,1298.6,1294.8,663.0,1298.6,1251.3,5166.0,7487.660156,7510.299805,48305960000,22126.25,22304.509766,1513500000,1.313,1.34,14.92,16.09,59.95,98.2
2018-5,2642.96,2705.27,75617280000.0,2648.05,2.160835331659138,2,2718.37,0.4842400204046143,1.0,1.81,2.976,250.779,0.1,69.97818181818182,3.8,22.49,4.45,1.5745454545454545,1541.77002,1633.609985,75607280000.0,1313.2,1303.8,28.0,1313.2,1300.1,441893.0,7053.649902,7442.120117,45405220000,22453.419922,22201.820313,1607600000,1.2956,0.92,16.0,15.43,59.66,98.0
2018-4,2633.45,2648.05,69648590000.0,2640.87,0.2718801001185326,1,2705.27,2.160835331659138,2.0,1.59,2.804,250.146,0.3,66.25380952380952,4.0,22.53,4.44,1.6442857142857144,1529.140015,1541.880005,69635590000.0,1310.4,1302.9,43.0,1310.4,1322.8,356297.0,7016.169922,7066.27002,42932190000,21441.570313,22467.869141,1386000000,1.2838,-0.41,21.07,15.93,59.52,98.8
2018-3,2715.22,2640.87,76369800000.0,2713.83,-2.688451376836428,0,2648.05,0.2718801001185326,1.0,1.59,2.804,249.581,0.2,62.724761904761905,4.0,23.41,4.27,1.7014285714285715,1512.069946,1529.430054,76349800000.0,1310.4,1302.9,43.0,1310.4,1322.8,356297.0,7274.75,7063.450195,48355130000,21901.130859,21454.300781,1732700000,1.2891,0.48,19.959999,19.969999,59.36,101.4
2018-2,2816.45,2713.83,79579410000.0,2823.81,-3.8947379604151844,0,2640.87,-2.688451376836428,0.0,1.453,2.773,249.439,0.1,62.22947368421052,4.1,23.82,4.2,1.9210526315789473,1574.72998,1512.449951,79579410000.0,1343.8,1344.3,1680.0,1343.8,1315.5,10243.0,7377.169922,7273.009766,43791970000,23276.099609,22068.240234,1840200000,1.283,4.2,13.05,19.85,59.07,99.7
2018-1,2683.73,2823.81,76860120000.0,2673.61,5.617872464570368,2,2713.83,-3.8947379604151844,0.0,1.235,2.362,248.743,0.3,63.698571428571434,4.0,24.97,4.01,1.4671428571428573,1536.119995,1574.97998,76800120000.0,1274.1,1278.8,823.0,1302.3,1339.0,338322.0,6937.649902,7411.47998,44405890000,23073.730469,23098.289063,1606300000,1.2313,-2.1,10.95,13.54,58.92,95.7
2017-12,2645.1,2673.61,65251190000.0,2647.58,0.983161981885352,1,2823.81,5.617872464570368,2.0,1.235,2.362,247.805,0.4,57.8815,4.1,24.25,4.12,1.6995,1544.099976,1535.51001,65251190000.0,1274.1,1278.8,823.0,1274.1,1306.3,7596.0,6844.040039,6903.390137,38573170000,22916.929688,22764.939453,1539000000,1.2577,-2.46,11.19,11.04,58.81,95.9
2017-11,2583.21,2647.58,73173260000.0,2575.26,2.8082601368405404,2,2673.61,0.983161981885352,1.0,1.138,2.376,247.284,0.2,56.63857142857143,4.2,23.81,4.2,1.7676190476190474,1504.540039,1544.140015,73173260000.0,1272.2,1274.1,78.0,1272.2,1273.2,326214.0,6758.640137,6873.970215,41870380000,22144.919922,22724.960938,1981200000,1.2894,0.08,9.79,11.28,58.47,98.5
2017-10,2521.2,2575.26,70871570000.0,2519.36,2.218817477454595,2,2647.58,2.8082601368405404,2.0,0.985,2.157,246.626,0.3,51.57772727272727,4.2,23.67,4.22,1.7504545454545453,1491.050049,1502.530029,70871570000.0,1320.2,1324.5,313.0,1320.2,1281.5,26808.0,6506.080078,6727.669922,41421370000,20400.509766,22011.609375,1872800000,1.2884,3.34,9.59,10.18,58.17,100.7
2017-9,2474.42,2519.36,66337980000.0,2471.65,1.9302894827342074,1,2575.26,2.218817477454595,2.0,0.985,2.157,246.435,0.1,49.822,4.3,23.28,4.3,1.8559999999999999,1405.819946,1490.859985,66337980000.0,1320.2,1324.5,313.0,1320.2,1281.5,26808.0,6442.169922,6495.959961,38177120000,19733.570313,20356.279297,1807500000,1.2467,-0.1,10.33,9.51,57.83,95.1
2017-8,2477.1,2471.65,70616030000.0,2470.3,0.054649232886690234,1,2519.36,1.9302894827342074,1.0,1.058,2.251,245.183,0.5,48.03695652173913,4.4,23.16,4.32,2.0208695652173914,1426.030029,1405.280029,70616030000.0,1268.4,1272.6,1061.0,1268.4,1316.2,10098.0,6372.160156,6428.660156,41236800000,19907.080078,19646.240234,1876000000,1.248,0.02,10.19,10.59,57.75,96.8
2017-7,2431.39,2470.3,63169400000.0,2423.41,1.9348768883515512,1,2471.65,0.054649232886690234,1.0,0.948,2.217,244.243,0.4,46.630526315789474,4.3,23.36,4.28,1.754,1416.469971,1425.140015,63009300000.0,1268.0,1267.0,825.0,1236.0,1266.6,292633.0,6173.290039,6348.120117,36063120000,20056.320313,19925.179688,1790600000,1.2477,-3.74,11.07,10.26,57.54,93.4
2017-6,2415.65,2423.41,81002490000.0,2411.8,0.481383199270241,1,2470.3,1.9348768883515512,1.0,0.948,2.217,244.163,0.0,45.177727272727275,4.3,23.4,4.27,1.8577272727272727,1370.329956,1415.359985,81002490000.0,1268.0,1267.0,825.0,1268.0,1240.7,8948.0,6215.910156,6140.419922,48689910000,19692.160156,20033.429688,2326500000,1.2962,-3.98,10.42,11.18,57.11,95.0
2017-5,2388.5,2411.8,79607170000.0,2384.2,1.1576210049492646,1,2423.41,0.481383199270241,1.0,0.785,2.325,244.004,0.1,48.47636363636364,4.4,23.31,4.29,1.8131818181818182,1401.01001,1370.209961,79607170000.0,1268.7,1253.3,34.0,1268.7,1272.0,404733.0,6067.560059,6198.52002,42285390000,19154.029297,19650.570313,2230200000,1.3499,-1.11,10.92,10.41,56.83,97.1
2017-4,2362.34,2384.2,65265670000.0,2362.72,0.9091216902552999,1,2411.8,1.1576210049492646,1.0,0.615,2.463,244.193,-0.1,51.060526315789474,4.4,23.24,4.3,1.756842105263158,1386.430054,1400.430054,65265670000.0,1247.8,1248.9,138.0,1247.5,1266.1,9065.0,5917.319824,6047.609863,33793200000,18988.0,19196.740234,2178500000,1.365,2.55,12.59,10.82,56.54,97.0
2017-3,2380.13,2362.72,81547770000.0,2363.64,-0.03892301704151532,1,2384.2,0.9091216902552999,1.0,0.615,2.463,243.892,0.1,49.32782608695652,4.4,23.6,4.24,1.7643478260869565,1389.119995,1385.920044,81547770000.0,1247.8,1248.9,138.0,1247.8,1247.3,251026.0,5874.859863,5911.740234,43937720000,19226.939453,18909.259766,2646000000,1.3311,0.09,12.31,12.37,56.37,96.9
2017-2,2285.59,2363.64,69162420000.0,2278.87,3.719826054140867,2,2362.72,-0.03892301704151532,1.0,0.5,2.474,244.006,0.0,53.46842105263158,4.6,23.68,4.22,1.5063157894736843,1364.069946,1386.680054,69162420000.0,1211.9,1205.6,1145.0,1211.9,1252.6,11087.0,5654.509766,5825.439941,36709560000,18926.970703,19118.990234,2606300000,1.3299,2.08,11.79,12.92,56.14,96.3
2017-1,2251.57,2278.87,70483180000.0,2238.83,1.7884341374735897,1,2363.64,3.719826054140867,2.0,0.458,2.441,243.618,0.2,52.504,4.7,23.59,4.24,1.5995000000000001,1357.98999,1361.819946,70483180000.0,1172.7,1166.9,1588.0,1172.7,1150.0,9972.0,5425.620117,5614.790039,36027970000,19298.679688,19041.339844,2440400000,1.3028,-2.99,14.07,11.99,56.03,98.5
2016-12,2200.17,2238.83,75251240000.0,2198.81,1.820075404423301,1,2278.87,1.7884341374735897,1.0,0.458,2.441,242.637,0.4,51.9704761904762,4.7,23.76,4.21,1.2804761904761905,1322.76001,1357.130005,75251240000.0,1172.7,1166.9,1588.0,1172.7,1150.0,9972.0,5323.879883,5383.120117,38559260000,18535.240234,19114.369141,3038700000,1.343,-0.02,13.4,14.04,56.08,98.2
2016-11,2128.68,2198.81,88299760000.0,2126.15,3.4174446769983233,2,2238.83,1.820075404423301,1.0,0.345,1.82,242.026,0.3,45.66095238095238,4.7,23.35,4.28,1.536190476190476,1191.77002,1322.339966,88299760000.0,1279.3,1286.4,49.0,1279.3,1170.8,242622.0,5199.77002,5323.680176,41870720000,17380.539063,18308.480469,3226000000,1.3433,0.19,16.540001,13.33,55.82,93.8
2016-10,2164.33,2126.15,73196630000.0,2168.27,-1.9425625037472223,1,2198.81,3.4174446769983233,2.0,0.315,1.57,241.741,0.1,49.775238095238095,4.9,23.57,4.24,1.7380952380952381,1251.280029,1191.390015,73196630000.0,1305.3,1312.2,225.0,1313.5,1271.5,5775.0,5300.290039,5189.140137,34644850000,16566.029297,17425.019531,2222800000,1.3408,2.14,13.75,17.059999,55.46,87.2
2016-9,2171.33,2168.27,77270240000.0,2170.95,-0.12344825997834295,1,2126.15,-1.9425625037472223,1.0,0.315,1.57,241.176,0.2,45.18238095238095,5.0,24.22,4.13,1.752857142857143,1240.069946,1251.650024,77270240000.0,1305.3,1312.2,225.0,1305.3,1313.3,18630.0,5218.279785,5312.0,40054600000,16885.160156,16449.839844,2493200000,1.3127,0.18,13.07,13.29,55.25,91.2
2016-8,2173.15,2170.95,75610310000.0,2173.6,-0.12191755612808662,1,2168.27,-0.12344825997834295,1.0,0.238,1.496,240.545,0.3,44.72434782608696,4.9,24.57,4.07,1.6130434782608696,1220.300049,1239.910034,75610310000.0,1348.8,1351.4,1257.0,1348.8,1306.9,11854.0,5167.419922,5213.220215,38754780000,16415.310547,16887.400391,2675600000,1.3104,0.58,11.89,13.42,55.16,89.8
2016-7,2099.34,2173.6,69530250000.0,2098.86,3.5609807228685946,2,2170.95,-0.12191755612808662,1.0,0.243,1.456,240.101,0.2,44.6515,4.8,24.52,4.08,1.4335,1151.75,1219.939941,69530250000.0,1324.5,1336.7,137.0,1324.5,1349.0,281653.0,4837.180176,5162.129883,36050040000,15698.019531,16569.269531,2816900000,1.3028,0.81,15.59,11.87,54.97,90.0
2016-6,2093.94,2098.86,86852700000.0,2096.95,0.09108467059301888,1,2173.6,3.5609807228685946,2.0,0.295,1.846,240.222,-0.1,48.75727272727273,4.9,23.97,4.17,1.7113636363636362,1154.51001,1151.920044,86802700000.0,1215.7,1211.9,2717.0,1215.7,1318.4,13380.0,4928.970215,4842.669922,44213900000,17097.220703,15575.919922,3093000000,1.2923,-1.29,14.45,15.63,54.65,93.5
2016-5,2067.17,2096.95,78883600000.0,2065.3,1.5324650171887684,1,2098.86,0.09108467059301888,1.0,0.218,1.792,239.557,0.3,46.712380952380954,4.8,23.81,4.2,1.7057142857142857,1131.209961,1154.790039,78883600000.0,1232.3,1222.2,1602.0,1232.3,1289.2,9954.0,4786.549805,4948.049805,38803240000,16357.099609,17234.980469,2563800000,1.3092,4.31,16.33,14.19,54.59,94.7
2016-4,2056.62,2065.3,81124990000.0,2059.74,0.26993698233759605,1,2096.95,1.5324650171887684,1.0,0.218,1.792,238.992,0.2,40.7552380952381,5.1,23.97,4.17,1.567142857142857,1112.900024,1130.849976,81124990000.0,1232.3,1222.2,1602.0,1232.3,1289.2,9954.0,4842.549805,4775.359863,38014300000,16719.560547,16666.050781,3230600000,1.2551,-3.48,15.23,15.7,54.57,89.0
2016-3,1937.09,2059.74,92639420000.0,1932.23,6.599110871894121,2,2065.3,0.26993698233759605,1.0,0.32,1.834,238.08,0.4,37.54636363636364,5.0,23.39,4.28,1.4881818181818183,1035.52002,1114.030029,92639420000.0,1240.5,1230.3,477.0,1240.5,1234.2,244751.0,4596.009766,4869.850098,40738880000,16013.0,16758.669922,3307500000,1.3004,-3.94,19.84,13.95,54.59,91.0
2016-2,1936.94,1932.23,93049560000.0,1940.24,-0.4128355255019993,1,2059.74,6.599110871894121,2.0,0.295,1.966,237.336,0.3,30.323,4.9,22.02,4.54,1.8844999999999998,1033.530029,1033.900024,92998480000.0,1116.7,1127.9,1682.0,1116.7,1233.9,13930.0,4587.589844,4557.950195,43108650000,17699.599609,16026.759766,4174100000,1.3538,-3.1,21.32,20.549999,54.62,91.7
2016-1,2038.2,1940.24,92409770000.0,2043.94,-5.0735344481736275,0,1932.23,-0.4128355255019993,1.0,0.203,2.155,237.652,-0.1,31.683157894736844,4.8,22.18,4.51,1.8894736842105262,1134.079956,1035.380005,92409770000.0,1064.6,1063.8,3441.0,1063.4,1116.4,229558.0,4897.649902,4613.950195,44877130000,18818.580078,17518.300781,3235900000,1.3971,0.95,22.48,20.200001,54.46,92.0
2015-12,2082.93,2043.94,83649260000.0,2080.41,-1.7530198374358805,1,1940.24,-5.0735344481736275,0.0,0.203,2.155,237.761,0.0,37.18863636363636,5.0,23.74,4.21,1.9122727272727273,1198.930054,1135.890015,83609260000.0,1064.6,1063.8,3441.0,1064.6,1060.3,10149.0,5129.640137,5007.410156,40617940000,19799.080078,19033.710938,2749100000,1.3839,3.57,15.61,18.209999,54.35,92.6
2015-11,2080.76,2080.41,75943590000.0,2079.36,0.05049630655585022,1,2043.94,-1.7530198374358805,1.0,0.018,2.042,238.017,-0.1,42.4435,5.1,23.67,4.23,2.0185,1161.949951,1198.109985,75913590000.0,1115.2,1114.2,1181.0,1115.2,1141.5,4321.0,5065.640137,5108.669922,36834860000,18827.109375,19747.470703,2559500000,1.3362,2.19,15.41,16.129999,53.8,91.3
2015-10,1919.65,2079.36,85844900000.0,1920.03,8.298307838940024,2,2080.41,0.05049630655585022,1.0,0.018,2.042,237.733,0.1,46.22363636363636,5.0,22.68,4.41,1.61,1100.890015,1161.859985,85804900000.0,1115.2,1114.2,1181.0,1115.2,1141.5,4321.0,4624.459961,5053.75,42348240000,17479.970703,19083.099609,2979600000,1.3076,-1.77,23.139999,15.07,53.32,90.0
2015-9,1970.09,1920.03,79989370000.0,1972.18,-2.6442819620927143,0,2079.36,8.298307838940024,2.0,0.038,2.172,237.498,0.1,45.47952380952381,5.0,21.45,4.66,1.8895238095238096,1148.310059,1100.689941,79958370000.0,1133.5,1138.7,375.0,1133.5,1115.5,9119.0,4673.609863,4620.160156,41503920000,18763.720703,17388.150391,3132300000,1.3312,1.35,31.91,24.5,52.93,87.2
2015-8,2104.49,1972.18,84626790000.0,2103.84,-6.258080462392581,0,1920.03,-2.6442819620927143,0.0,0.003,2.418,238.033,-0.2,42.86761904761905,5.1,22.15,4.51,2.2085714285714286,1238.319946,1159.449951,84596790000.0,1173.1,1169.0,455.0,1095.5,1131.6,13251.0,5134.339844,4776.509766,43408300000,20540.210938,18890.480469,3723100000,1.3135,0.37,12.85,28.43,52.53,91.9
2015-7,2067.0,2103.84,77920590000.0,2063.11,1.9742039930008586,1,1972.18,-6.258080462392581,0.0,0.003,2.418,238.034,0.0,50.90090909090909,5.2,22.4,4.46,1.9795454545454545,1262.119995,1238.680054,77920590000.0,1173.1,1169.0,455.0,1173.1,1094.9,216892.0,5029.049805,5128.279785,40633420000,20291.050781,20585.240234,3318200000,1.3086,4.76,16.629999,12.12,52.14,93.1
2015-6,2108.64,2063.11,73213980000.0,2107.39,-2.101177285647163,0,2103.84,1.9742039930008586,1.0,0.008,2.192,237.657,0.2,59.819545454545455,5.3,22.12,4.52,2.0309090909090908,1252.02002,1253.949951,73192620000.0,1190.6,1188.3,1236.0,1190.6,1171.5,6252.0,5094.939941,4986.870117,41338820000,20444.539063,20235.730469,3459500000,1.2491,0.37,13.92,18.23,51.82,96.1
2015-5,2087.38,2107.39,65187730000.0,2085.51,1.0491438545008007,1,2063.11,-2.101177285647163,0.0,0.003,2.117,237.001,0.3,59.265,5.6,21.92,4.56,1.9774999999999998,1223.050049,1246.530029,65187730000.0,1178.1,1174.5,23.0,1178.1,1189.4,258123.0,4966.319824,5070.029785,35994540000,19510.849609,20563.150391,3291500000,1.2445,3.06,13.98,13.84,51.62,90.7
