year_month,S&P_Open,S&P_Close,S&P_Volume,Close_t-1,return(%),return_class,Close_t+1,t+1_return(%),t+1_return_class,t_3m_Close,t_10y_Close,cpi_Value,cpi_MoM%,oil_Price,unemp_rate,PE_Ratio,EY_Ratio,Put/Call_Ratio,R_Open,R_Close,R_Volume,G_Open,G_Close,G_Volume,GF_Open,GF_Close,GF_Volume,Nas_Open,Nas_Close,Nas_Volume,Nk_Open,Nk_Close,Nk_Volume,fx_Price,fx_change%,vo_Open,vo_Close,Div_Ratio,CS_Index
2021-11,4610.62,4567.0,67520800000.0,4605.38,-0.8333731418471463,1,4766.18,4.36128749726298,2.0,0.04,1.575,278.524,0.6,79.14750000000001,4.2,24.52,4.08,1.8676190476190475,2298.080078,2198.909912,67520800000.0,1787.5,1795.1,142.0,1787.5,1773.6,221936.0,15541.259766,15537.69043,108529440000,29330.679688,27821.759766,1433700000,1.2776,3.14,16.85,27.190001,63.97,67.4
2021-10,4317.16,4605.38,61874700000.0,4307.54,6.9143873301234615,2,4567.0,-0.8333731418471463,1.0,0.028,1.479,276.59,0.7,81.47666666666666,4.6,24.39,4.1,1.7419047619047618,2205.909912,2297.189941,61874700000.0,1754.3,1757.0,2220.0,1754.3,1783.0,8208.0,14494.929688,15498.389648,98654030000,29235.109375,28892.689453,1601900000,1.2387,-2.3,24.780001,16.26,63.88,71.7
2021-9,4528.8,4307.54,66268850000.0,4522.68,-4.756914042116628,0,4605.38,6.9143873301234615,2.0,0.04,1.302,274.214,0.9,71.64619047619047,4.7,25.35,3.94,1.950952380952381,2274.209961,2204.370117,66268850000.0,1813.5,1813.1,114.0,1813.5,1755.3,28543.0,15308.980469,14448.580078,94713820000,28179.039063,29452.660156,1561500000,1.2678,0.51,16.059999,23.139999,64.0,72.8
2021-8,4406.86,4522.68,63217960000.0,4395.26,2.899032139168105,2,4307.54,-4.756914042116628,0.0,0.04,1.48,273.092,0.4,67.73045454545455,5.2,26.23,3.81,1.9395454545454547,2228.030029,2273.77002,63217960000.0,1775.7,1775.9,44.0,1775.7,1812.6,245814.0,14758.599609,15259.240234,87630170000,27493.320313,28089.539063,1235400000,1.2614,1.15,18.16,16.48,63.67,70.3
2021-7,4300.73,4395.26,66496430000.0,4297.5,2.2748109365910465,2,4522.68,2.899032139168105,2.0,0.04,1.48,272.184,0.3,72.4852380952381,5.4,26.56,3.77,1.8628571428571428,2312.570068,2226.25,66496430000.0,1775.7,1775.9,44.0,1775.7,1812.6,245814.0,14493.69043,14672.679688,88145720000,28832.410156,27283.589844,1108100000,1.247,0.61,15.62,18.24,63.3,81.2
2021-6,4216.52,4297.5,85705180000.0,4204.11,2.221397632316955,2,4395.26,2.2748109365910465,2.0,0.01,1.615,270.955,0.5,71.37818181818182,5.9,26.7,3.75,1.8566666666666667,2270.379883,2310.550049,85705180000.0,1905.1,1902.9,640.0,1905.1,1770.8,8466.0,13829.05957,14503.950195,107636930000,28998.650391,28791.529297,1258700000,1.2394,2.75,17.24,15.83,63.1,85.5
2021-5,4191.98,4204.11,75155370000.0,4181.17,0.5486502581813129,1,4297.5,2.221397632316955,2.0,0.008,1.679,268.599,0.9,65.1695,5.8,28.05,3.56,1.9035,2268.620117,2268.969971,75155370000.0,1706.8,1726.5,720.0,1788.5,1902.5,210133.0,14031.769531,13748.740234,88957750000,29024.009766,28860.080078,1313600000,1.2062,-1.85,18.65,16.76,63.6,82.9
2021-4,3992.78,4181.17,82869290000.0,3972.89,5.242531255584731,2,4204.11,0.5486502581813129,1.0,0.008,1.679,266.727,0.7,61.71666666666666,6.0,29.92,3.34,1.648095238095238,2225.290039,2266.449951,79003470000.0,1706.8,1726.5,720.0,1706.8,1767.3,11366.0,13414.320313,13962.679688,91050570000,29441.910156,28812.630859,1231300000,1.2289,-2.14,18.6,18.610001,64.03,88.3
2021-3,3842.51,3972.89,120863560000.0,3811.15,4.243863400810773,2,4181.17,5.242531255584731,2.0,0.028,1.446,265.028,0.6,62.333043478260876,6.0,30.5,3.28,1.5578260869565217,2203.030029,2220.52002,116552180000.0,1737.1,1722.5,407.0,1737.1,1713.8,167914.0,13406.160156,13246.870117,133298300000,29419.449219,29178.800781,1956500000,1.2558,-1.42,25.200001,19.4,64.47,84.9
2021-2,3731.17,3811.15,98596960000.0,3714.24,2.609147497199974,2,3972.89,4.243863400810773,2.0,0.048,1.077,263.346,0.6,59.04631578947369,6.2,33.24,3.01,1.7657894736842104,2075.01001,2201.050049,98596960000.0,1866.6,1860.8,1494.0,1866.6,1728.1,16813.0,13226.179688,13192.349609,140197980000,27649.070313,28966.009766,1406000000,1.2739,-0.3,31.450001,27.950001,65.16,76.8
2021-1,3764.61,3714.24,105548790000.0,3756.07,-1.1136640158463602,1,3811.15,2.609147497199974,2.0,0.08,0.934,262.2,0.4,52.008421052631576,6.4,35.96,2.78,1.8273684210526315,1975.780029,2073.639893,105548790000.0,1775.0,1814.1,1859.0,1912.2,1847.3,225930.0,12958.519531,13070.69043,138076160000,27575.570313,27663.390625,1388600000,1.2777,0.37,23.040001,33.09,65.76,79.0
2020-12,3645.87,3756.07,96056410000.0,3621.63,3.712140665943237,2,3714.24,-1.1136640158463602,1.0,0.08,0.934,261.564,0.2,47.025,6.7,39.26,2.55,1.6936363636363636,1822.920044,1974.859985,96056410000.0,1775.0,1814.1,1859.0,1775.0,1893.1,12142.0,12313.360352,12888.280273,111707090000,26624.199219,27444.169922,1340300000,1.273,-2.08,20.209999,22.75,66.29,80.7
2020-11,3296.2,3621.63,100977880000.0,3269.96,10.754565805086303,2,3756.07,3.712140665943237,2.0,0.083,0.677,260.721,0.3,40.93736842105263,6.7,37.16,2.69,1.73,1540.859985,1819.819946,100977880000.0,1884.1,1908.4,730.0,1884.1,1877.4,9613.0,11010.450195,12198.740234,90598610000,23110.740234,26433.619141,1614800000,1.3,-2.38,38.57,20.57,66.57,76.9
